imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
6,273,97,31,662,4692,30000000,82163317
5,78,101,187,127,1041,39752620,48468407
6,66,82,8,179,2251,30000000,80920948
7,459,85,198,387,3958,25000000,80034302
6,68,88,34,445,2501,25000000,78656813
8,123,119,840,188,22767,25000000,76270454
8,488,122,1000,883,4738,25000000,74273505
6,146,99,167,460,2394,25000000,134141530
7,168,97,11,887,16999,26000000,71500556
7,152,121,529,163,1323,25000000,71309760
5,133,95,840,643,3500,45000000,89808372
6,139,105,99,433,5740,25000000,77264926
6,245,108,425,766,22739,25000000,70625986
8,84,134,170,472,4453,25000000,56505065
6,70,115,43,775,9082,25000000,55973336
8,154,107,503,108,673,2800000,48468407
6,216,86,70,318,2420,25000000,54098051
7,170,101,96,204,1852,25000000,60443237
7,181,96,47,3000,28071,17000000,82234139
8,226,101,395,2000,58823,25000000,51676606
5,24,100,840,400,3202,25000000,52528330
7,408,117,248,726,16606,25000000,51533608
6,180,101,21,317,23328,30000000,51097664
7,181,98,285,7000,656730,26000000,84136909
9,192,146,17000,635,24783,25000000,46836394
5,79,102,91,434,3037,26000000,47285499
7,128,97,52,579,17278,25000000,47124400
8,147,142,840,638,16464,25000000,44700000
7,49,98,176,468,2457,25000000,44455658
8,75,219,973,400,2451,23000000,43984230
7,270,109,175,733,26625,25000000,66489425
6,29,97,420,585,2530,25000000,41067398
8,398,158,840,104,533,25000000,40218903
5,38,85,840,503,2908,25000000,39880476
6,45,80,840,362,3017,25000000,39399750
6,81,86,92,466,3001,25000000,38230435
7,88,119,42,917,6862,25000000,39008741
7,116,98,20,872,7945,25000000,36833473
6,129,97,29,816,18789,25000000,48237389
6,72,105,23,485,3535,39752620,36310118
7,151,124,44,367,6393,25000000,36447959
7,198,97,176,10000,36064,25000000,45089048
6,66,105,29,742,16400,20000000,35990505
6,167,104,108,177,1340,17000000,35143332
6,127,101,7,440,2822,25000000,35000629
6,109,101,43,432,6867,30000000,34604054
8,174,114,335,530,12624,25000000,41597830
6,91,105,99,960,20109,20000000,33687630
6,151,90,68,100,794,25000000,32553210
5,94,97,27,522,2730,25000000,31526393
7,91,144,840,745,18442,25500000,41229
8,148,114,59,403,50927,30000000,31655091
8,141,124,159,240,1006,25000000,30012990
5,114,89,31,71,667,25000000,32368960
8,79,160,130,288,1548,25000000,14500000
3,33,93,14,199,2176,25000000,29247405
6,146,87,234,370,3850,39752620,30538669
4,83,88,82,571,4378,25000000,25615792
9,199,142,840,461,13495,25000000,28341469
5,71,92,23,162,1315,21150000,25590119
7,62,117,101,743,16937,27000000,24944213
6,175,111,81,81,3784,25000000,33631221
7,322,121,53,8000,39690,25000000,37738400
6,67,98,3,28,235,39752620,24381334
7,112,107,13,165,1095,30000000,21835784
8,216,106,452,141,21195,23000000,15785632
7,48,136,840,3000,37315,25000000,21554585
7,44,97,19,977,52122,25000000,22200000
8,12,7,840,3,55,39752620,48468407
6,162,108,529,690,19945,25000000,80014842
6,213,97,41,619,12841,25000000,23527955
6,298,99,24,155,3744,25000000,24042490
6,119,103,5,874,33565,25000000,22466994
7,251,95,840,98,11994,25000000,17791031
7,92,93,17,360,14180,25000000,17718223
5,58,98,70,223,1855,13000000,15361537
5,73,90,176,825,4431,26000000,16647384
6,28,107,21,418,3067,25000000,16118077
5,19,90,48,376,2465,25000000,15091542
8,86,120,840,58,1217,39752620,15331289
6,287,115,219,258,2466,16000000,15045676
6,233,93,27,49,1749,8000000,17427926
5,86,99,154,347,2498,25000000,14983572
5,160,107,840,255,2537,25000000,14637490
7,126,110,42,111,911,25000000,14589444
5,50,101,17,218,1634,25000000,14095303
5,52,85,54,455,3065,25000000,13973532
7,260,132,241,151,27659,30000000,1865774
7,111,88,82,432,2062,39752620,13920741
4,231,90,160,852,4952,25000000,18860403
7,99,145,317,70,1282,25000000,13038660
7,159,110,425,148,3757,25000000,28831145
6,159,101,365,141,1008,25000000,48468407
7,7,30,840,265,2346,39752620,48468407
7,199,122,840,939,21163,25000000,11538204
7,119,107,308,872,16651,25000000,11008432
7,120,127,36,399,2230,26000000,12188642
7,180,99,840,52,896,25000000,11100000
6,58,104,8,8,210,17000000,48468407
8,317,140,149,581,29692,25000000,13651662
7,44,133,277,8000,48482,28000000,11030963
8,22,271,33,251,2107,25000000,10769960
7,143,112,108,2000,43560,25000000,10911750
5,72,99,79,956,28987,25000000,10719367
6,70,100,57,92,582,25000000,10114315
6,264,92,30,309,2348,14000000,49122319
6,20,105,121,354,5023,25000000,10070000
6,190,110,37,268,11431,25000000,10324441
7,142,116,529,174,1134,25000000,7156933
6,27,88,22,120,583,17000000,9286314
7,355,111,214,3000,23566,25000000,56692
5,21,117,71,42,611,25000000,48468407
4,31,95,32,324,2165,25000000,5654777
5,87,95,6,248,2413,25000000,5516708
8,126,127,79,50,12574,25000000,5128124
6,285,105,160,490,2603,33000000,34014398
5,60,104,54,919,9662,25000000,4064333
4,23,95,2,807,4990,15000000,4006906
7,229,121,353,18,142,25000000,3073392
3,143,92,892,492,2930,25000000,1550000
7,376,80,2000,132,25143,25000000,48468407
7,97,107,460,490,16090,25000000,871527
7,73,91,80,31,539,39752620,12495865
7,28,117,162,745,4351,25000000,777423
7,160,107,840,240,1591,25000000,1186957
8,124,131,911,232,5954,13500000,85433
7,280,122,840,407,13809,20000000,1697956
6,56,88,4,602,3874,39752620,48468407
7,118,134,840,92,890,25000000,183662
6,49,117,138,416,3204,25000000,134904
3,4,80,840,656,53,25000000,48468407
5,16,85,840,7,48,25000000,48468407
5,336,138,840,1000,27797,25000000,16969390
6,91,121,9,520,3287,25000000,48468407
7,16,134,27,87,705,25000000,48468407
7,65,100,3,55,285,25000000,129115
4,7,100,535,399,2204,25000000,48468407
8,51,119,350,418,35501,14000000,34700000
6,252,137,179,4000,33747,25000000,717753
7,106,119,12000,643,15449,25000000,109713132
7,285,139,13000,461,15111,24000000,70269171
5,163,114,19,848,3962,105000000,28772222
6,195,120,840,221,2321,24000000,101334374
6,123,98,149,439,21414,25000000,1512815
6,52,106,167,676,4830,24000000,65182182
7,129,98,36,900,17582,24000000,57262492
7,60,107,71,304,1962,8200000,80000000
7,123,88,480,497,10325,24000000,74608545
8,84,137,840,161,12947,24000000,41895491
5,125,100,41,970,49847,24000000,39989008
7,106,115,597,597,3946,24000000,32662299
7,247,101,840,92,638,24000000,31452765
6,156,110,119,265,12254,24000000,25167270
6,271,94,293,939,32474,25000000,32416109
5,45,88,269,384,2557,24000000,20218
7,133,127,446,898,13433,24000000,28871190
6,84,95,126,886,4681,24000000,16964743
6,70,87,25,611,3243,24000000,16290976
5,32,118,840,227,1458,24000000,13000000
5,51,107,48,940,4971,24000000,12372410
5,73,124,41,197,1523,24000000,8427204
5,169,89,41,847,5470,24000000,9639242
6,365,88,192,847,5737,24000000,25003072
7,113,118,18000,286,23689,23000000,6144806
4,18,93,9,254,24436,24000000,4308981
7,10,80,18,73,1088,28000000,669276
5,16,120,6,382,23769,24000000,42880
7,196,98,88,706,14699,24000000,23225911
8,212,119,6000,422,24263,24000000,4710455
8,445,88,181,11,28011,23600000,75590286
7,446,201,840,84,7122,207000000,218051260
6,108,90,153,427,13823,20000000,161487252
9,223,127,883,441,12643,18000000,290158751
7,63,119,840,244,11013,19000000,65807024
7,43,85,119,144,3847,23000000,86930411
7,211,98,70,591,3345,23000000,53302314
7,421,101,840,1000,57077,12500000,40962534
7,214,112,123,787,16196,23000000,39235088
6,92,97,956,99,20798,23000000,27338033
8,574,126,840,105,19359,23000000,25556065
8,216,106,452,141,21195,23000000,15785632
7,140,97,131,62,23242,23000000,21973182
5,28,100,3,88,2450,25000000,4756
6,36,114,61,407,22040,23000000,18653615
6,65,101,3,120,829,23000000,12189514
6,53,88,12,249,1509,23000000,13019253
6,394,93,840,947,31187,23000000,18934858
3,80,92,114,434,2355,23000000,20763013
7,45,98,4,11000,63194,23000000,12782508
5,47,94,258,424,2453,23000000,11508423
7,90,102,277,57,672,23000000,10660147
6,30,98,23,982,3671,23000000,7434726
7,232,121,549,883,24248,39752620,6777589
7,165,111,105,64,735,19430000,6109075
6,45,90,78,720,4142,11000000,48468407
6,155,100,350,30,365,23000000,2708188
7,6,50,840,543,3276,39752620,48468407
6,118,141,300,73,1618,23000000,16123851
7,55,139,3,107,1059,23000000,48468407
7,314,114,101,23,214,25000000,71975611
7,103,96,840,542,2936,22700000,38119483
7,183,111,840,234,1795,22500000,4190530
7,77,127,109,71,3100,22000000,217631306
7,171,107,101,743,4664,23000000,176483808
6,64,97,11,595,2790,22000000,144833357
7,92,127,102,1000,6657,20000000,75597042
6,112,110,99,835,15170,22000000,90636983
8,69,135,16000,86,27237,35000000,70960517
5,75,84,42,182,1203,22000000,55762229
8,95,240,840,249,1943,22000000,48468407
7,180,122,529,171,1484,22000000,54235441
6,53,114,34,287,1725,22000000,50728000
8,129,132,24,506,3152,22000000,40270895
6,61,170,25,55,775,22000000,59696176
7,226,133,235,105,1777,22000000,51483949
7,116,112,101,218,2019,22000000,36020063
7,248,108,840,690,16031,21000000,33313582
7,23,115,840,266,13619,22000000,25842000
5,98,83,2,137,1729,22000000,22264487
6,168,105,31,110,1006,26000000,30659817
6,159,110,118,287,12876,40000000,5773519
6,134,108,24,100,540,39752620,3108216
6,97,96,221,110,664,22000000,19351569
6,88,94,42,517,3153,22000000,49002815
7,85,142,840,854,5386,22000000,19283782
7,181,104,840,898,11632,22000000,30059386
7,257,136,840,3000,34838,126000000,35799026
6,95,106,12,595,4239,30000000,17951431
6,423,106,1000,1000,38494,22000000,29997095
5,93,98,4,83,3769,22000000,14252830
7,203,100,39,798,39989,22000000,19783777
6,38,95,34,368,2216,22000000,13555988
7,183,107,737,678,8094,22000000,12784713
4,75,104,87,691,3148,23500000,10696210
4,18,104,53,576,4221,22000000,5974653
6,22,143,688,42,788,25000000,5000000
4,41,77,37,795,5568,22000000,9694105
5,148,96,11,150,1411,25000000,16027866
6,111,114,2,567,42484,39752620,4829497
8,231,145,719,104,2590,21000000,4398392
8,115,116,13,140,773,22000000,1050445
6,176,100,21,552,15922,2000000,13746550
6,98,104,144,290,2453,22000000,20668843
6,149,92,17,231,14617,22000000,2963012
8,84,92,607,35,1011,12000000,48468407
5,138,105,43,827,37766,22000000,1796024
7,78,120,2,80,1651,16000000,634277
7,288,116,108,120,24134,22000000,11326836
7,299,119,209,521,3284,25000000,49024969
7,27,101,88,812,4629,21500000,22294341
7,155,117,89,442,13576,21500000,24362501
7,82,106,195,656,30,22000000,48468407
6,275,112,11000,159,1205,17000000,16684352
6,43,136,16000,216,16805,21000000,46700000
8,163,81,406,406,3003,21000000,52008288
7,168,87,840,548,24324,9000000,8579684
5,60,96,8,199,1254,17000000,42660000
6,85,106,48,39,18630,21000000,40219708
8,539,122,737,14000,72115,21000000,132088910
8,84,123,98,579,3994,21000000,36581633
6,75,133,840,637,6035,39752620,37721949
7,171,92,255,447,27572,21000000,25296447
7,140,110,65,149,4089,20000000,24848292
5,85,104,52,484,3162,21000000,17757087
3,5,60,840,656,98,3000000,48468407
7,217,98,840,374,1997,17000000,9430988
6,131,120,840,886,6212,21000000,16284360
7,111,112,52,347,16692,21000000,6830957
7,466,127,140,10000,46241,20000000,24104113
6,16,102,18,186,1562,21000000,15593
7,276,91,840,220,34705,21000000,958319
6,11,114,19,842,3688,35000000,69700000
7,196,115,840,716,2990,31000000,2840417
9,234,115,14000,488,12906,18000000,242374454
7,37,120,840,1000,7860,18000000,173585516
8,171,135,14000,252,1591,19400870,128300000
5,148,90,2,807,19952,20000000,20259297
6,50,100,12000,605,4121,28000000,153665036
6,121,105,163,338,2505,33000000,132541238
9,185,138,438,173,13184,19000000,130727000
7,61,94,122,617,4263,20000000,121697350
7,156,101,79,218,1787,20000000,117224271
6,75,131,82,85,1520,20000000,102922376
4,100,91,67,597,4729,20000000,94497271
8,511,112,840,697,9049,20000000,137387272
5,75,95,32,563,3558,32000000,82301521
5,148,100,265,265,2654,20000000,84518155
7,253,105,154,501,2287,20000000,80050171
7,204,108,840,487,4403,35000000,81257845
6,72,101,545,545,3816,18000000,70360285
7,98,114,118,40,679,30000000,12831121
5,62,109,322,861,6313,37000000,69148997
7,549,115,729,552,9578,20000000,82624961
7,106,117,99,165,1293,20000000,67325559
6,123,107,30,318,2341,20000000,62933793
8,597,134,840,500,4251,20000000,56667870
6,64,118,30,284,2390,20000000,56398162
4,40,121,840,721,6657,20000000,60072596
8,111,105,13000,658,42330,20000000,56362352
8,151,110,17,418,21852,20000000,56154094
5,31,114,840,582,2753,20000000,65623128
8,138,104,607,109,1196,1800000,48468407
7,81,100,24,851,18786,20000000,55461307
3,99,85,64,729,6539,20000000,48546578
6,80,72,2,434,3402,20000000,48423368
8,364,128,151,852,3869,20000000,52066000
5,85,72,840,384,4480,20000000,47887943
4,140,89,19,349,1383,20000000,46363118
6,184,96,9,107,1825,20000000,47852604
6,89,77,25,16,575,30000000,45542421
7,265,123,174,602,88953,39752620,41573740
7,61,111,132,455,2851,20000000,42652003
4,3,30,840,295,1530,39752620,48468407
2,112,93,82,729,4293,20000000,39737645
7,166,129,468,183,2024,20000000,37567440
8,474,128,310,77,1058,20000000,44988180
6,165,110,119,332,2382,22000000,39263506
5,131,137,70,464,5746,20000000,39143839
6,29,124,8,232,1660,20000000,37672350
6,43,93,12,636,20188,20000000,38037513
6,111,115,272,1000,52571,20000000,37442180
6,90,98,20,160,2110,20000000,48468407
6,333,105,210,101,1454,20000000,35596227
7,37,127,16,399,1735,20000000,35422828
4,122,82,82,354,2898,20000000,36658108
8,285,143,840,51,11248,25000000,34300771
7,156,103,189,949,4662,19800000,34290142
8,293,104,53,652,33903,20000000,33422556
7,233,98,406,406,2609,30000000,32774834
5,282,92,34,322,1945,11000000,34334256
7,57,123,36,631,12338,20000000,32051917
4,153,88,92,636,34319,20000000,32014289
7,20,158,32,417,17775,20000000,48468407
8,324,128,835,755,13189,20000000,31838002
6,122,107,58,47,389,20000000,36874745
6,156,91,17,78,1083,35000000,30079316
6,161,90,12,587,2462,19000000,35033759
7,69,115,39,254,14275,20000000,29753944
6,121,101,29,429,3292,39752620,29062561
7,258,113,108,22,1136,20000000,31146570
8,174,113,350,619,3141,20000000,27277055
4,141,87,2,270,1834,27000000,26876529
6,31,101,154,497,3174,20000000,53146000
7,222,111,79,287,27755,20000000,30028592
8,273,108,1000,1000,19364,20000000,34126138
6,91,105,99,518,4813,20000000,25677801
7,190,109,453,2000,33878,20000000,26415649
7,427,109,1000,24,278,20000000,26003149
6,93,99,26,650,3327,20000000,25584685
7,292,98,35,16,189,20000000,29975979
6,180,104,14,756,5707,20000000,31584722
6,94,109,15,350,4257,20000000,23179303
5,112,75,19,806,3590,9000000,23078294
7,20,119,23,748,45841,20000000,21413105
5,84,90,840,518,2486,20000000,25077977
5,120,97,212,637,3261,20000000,23292105
6,90,103,31,733,14903,39752620,26870825
5,103,89,840,470,88422,40000000,20916309
7,59,106,835,458,3598,20000000,21200000
7,86,96,24,374,1780,20000000,28876924
7,190,115,840,107,10507,39752620,20207003
6,114,104,840,877,5123,20000000,20241395
7,6,24,840,656,9762,39752620,48468407
9,290,108,13000,285,1885,806947,32000000
6,80,112,41,490,3301,40000000,19151864
6,98,104,19,942,18760,20000000,23393765
6,88,113,840,949,4039,20000000,18882880
5,13,98,15,281,1761,20000000,8500000
7,52,121,503,83,2251,20000000,48468407
7,60,114,160,271,1816,30000000,18252684
8,154,124,57,905,17050,20000000,19661987
8,274,148,840,826,18752,15000000,18352454
6,110,108,480,579,4374,20000000,17803796
5,173,95,83,206,2173,20000000,17529157
7,165,108,840,844,23296,19000000,25753840
6,45,68,840,253,861,20000000,18081626
7,45,103,840,801,25263,20000000,17518220
8,377,99,840,59,537,20000000,17104669
7,140,30,840,215,1557,39752620,48468407
4,43,88,840,939,8189,35000000,16988996
8,201,128,395,161,904,20000000,15797907
8,192,124,840,430,7567,20000000,16248701
6,77,84,2,472,2915,20000000,15712072
5,350,122,308,10000,44061,37000000,191449475
6,81,101,13,499,2698,20000000,15408822
5,81,98,143,153,1189,20000000,15464026
7,222,105,909,173,2327,39752620,14359793
7,27,225,126,202,1934,20000000,8000000
6,155,111,53,233,9941,19500000,48468407
2,111,88,82,329,2857,25000000,14174654
6,107,88,190,163,137712,27000000,15988876
7,34,94,36,507,15183,20000000,13801755
6,151,117,20,783,15713,20000000,13987482
6,289,95,4,80,1414,20000000,14291570
5,76,99,272,62,1189,40000000,12181484
6,150,96,83,926,30541,20000000,13630226
8,67,98,11000,967,4302,20000000,13383737
6,36,123,6,85,908,20000000,13391174
7,149,101,176,83,3431,30000000,12987647
7,156,102,563,385,13156,22000000,12469811
6,64,94,394,565,2880,20000000,12398628
7,210,102,192,31,500,20000000,13214030
6,113,108,212,347,2799,22000000,12232937
7,390,116,198,884,20258,20000000,12134420
4,5,93,18,181,1151,20000000,11784000
6,248,102,1000,270,1778,20000000,11169531
7,137,103,350,99,5637,20000000,11034436
6,214,115,214,968,27214,20000000,12626905
7,104,96,11000,223,11867,20000000,10569071
6,81,98,4,677,4843,20000000,10544143
7,175,101,53,580,16926,20000000,13650738
6,20,106,277,383,24887,20000000,10555348
7,69,101,11000,2,1614,20000000,9714482
7,168,87,840,548,24324,9000000,8579684
7,166,111,840,725,3309,20000000,9525276
7,160,99,52,148,23409,21000000,8855646
2,32,88,84,177,1343,20000000,9109322
6,72,83,10,69,1019,33000000,8326035
5,53,91,10,436,2700,20000000,8104069
6,76,108,54,463,2730,20000000,8054280
7,15,154,189,388,2172,20000000,48468407
7,401,148,840,175,707,20000000,8093318
3,31,77,3,593,2185,20000000,7382993
5,65,110,9,826,3177,20000000,8888355
8,26,42,840,376,2240,39752620,48468407
4,45,83,119,633,2907,12000000,7001720
6,260,107,840,99,2848,20000000,7268659
6,129,100,17,86,1267,22000000,6852144
5,58,87,29,522,4218,20000000,6563357
7,103,154,608,149,1690,10000000,6201757
7,45,106,38,975,5705,20000000,6420319
7,345,99,840,691,23755,15000000,5702083
7,232,100,840,407,39507,8700000,5480996
7,116,116,150,956,21200,20000000,6002756
2,148,94,892,81,838,20000000,5132655
6,79,111,650,181,1573,20000000,5205343
6,167,100,143,430,2295,20000000,5005883
